Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_n,CryoSleep_n,Destination_n,VIP_n,total_consumed,total_consumed_2,been_in_RoomService,been_in_Spa,been_in_VRDeck,been_in_FoodCourt,been_in_ShoppingMall,total_consumed_3,has_consumed_high,has_consumed_low,Transported_n
15.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
11.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
40.0,0.0,120.0,0.0,2814.0,318.0,1,1,0,0,3252.0,2,0,1,1,1,0,1,1,1,0
50.0,0.0,1260.0,0.0,274.0,3129.0,1,1,0,1,4663.0,2,0,1,1,1,0,1,1,1,0
24.0,555.0,0.0,618.0,0.0,0.0,2,1,0,0,1173.0,1,1,0,0,0,1,1,1,1,0
26.0,0.0,70.0,0.0,41.0,306.7894819713431,1,1,0,0,417.7894819713431,2,0,1,1,1,0,1,1,1,0
40.0,787.0,0.0,88.0,0.0,0.0,2,1,0,0,875.0,1,1,0,0,0,1,1,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
24.0,0.0,0.0,0.0,0.0,0.0,1,-1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
20.0,0.0,3.0,0.0,1271.0,2630.0,1,1,0,0,3904.0,2,0,1,1,1,0,1,1,1,1
31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
22.0,0.0,0.0,0.0,48.0,653.0,0,1,2,0,701.0,2,0,1,1,0,0,0,1,0,1
23.0,0.0,0.0,0.0,0.0,0.0,0,-1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
40.0,222.89785157787045,0.0,0.0,0.0,0.0,1,0,0,0,222.89785157787045,1,1,0,0,0,0,0,1,0,1
32.0,11.0,31.0,0.0,836.0,9.0,0,1,0,0,887.0,3,1,1,1,1,0,1,1,1,0
31.0,0.0,2279.0,0.0,4724.0,333.0,1,1,1,0,7336.0,2,0,1,1,1,0,1,1,1,0
47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
26.0,605.0,0.0,35.0,424.0,0.0,0,1,0,0,1064.0,2,1,1,0,0,1,1,1,1,0
21.0,3553.0,5.0,0.0,0.0,2.0,0,1,-1,0,3560.0,2,1,0,1,1,0,1,1,1,0
34.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
41.0,7.0,0.0,297.0,108.0,361.0,0,1,-1,0,773.0,3,1,1,1,0,1,1,1,1,0
18.0,4.0,9352.0,0.0,10.0,46.0,1,1,0,0,9412.0,3,1,1,1,1,0,1,1,1,0
28.0,550.0,5203.0,0.0,2244.0,1624.0,1,1,1,0,9621.0,3,1,1,1,1,0,1,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
38.0,0.0,5840.0,0.0,321.0,9654.0,1,1,0,0,15815.0,2,0,1,1,1,0,1,1,1,0
20.0,0.0,4.0,761.0,22.0,1.0,0,1,-1,0,788.0,2,0,1,1,1,1,2,1,1,1
33.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
50.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
32.0,0.0,0.0,0.0,4588.0,0.0,1,1,0,0,4588.0,1,0,1,0,0,0,0,1,0,0
29.0,55.0,2699.0,0.0,8096.0,198.0,1,1,1,0,11048.0,3,1,1,1,1,0,1,1,1,0
20.0,9.0,0.0,1540.0,0.0,0.0,0,1,0,0,1549.0,1,1,0,0,0,1,1,1,1,0
41.0,688.0,31.0,1880.0,0.0,306.7894819713431,2,1,0,0,2905.789481971343,2,1,0,1,1,1,2,1,1,0
29.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
25.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
17.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
26.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
30.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
48.0,0.0,1.0,43.0,0.0,604.0,0,1,1,0,648.0,1,0,0,1,1,1,2,1,1,0
30.0,50.0,1248.0,0.0,1.0,912.0,1,1,0,0,2211.0,3,1,1,1,1,0,1,1,1,1
28.0,809.0,0.0,31.0,733.0,0.0,2,1,1,0,1573.0,2,1,1,0,0,1,1,1,1,0
47.0,0.0,140.0,174.90603284902085,85.0,3970.0,1,1,1,0,4369.90603284902,2,0,1,1,1,1,2,1,1,0
46.0,0.0,445.0,8.0,146.0,0.0,0,1,0,0,599.0,1,0,1,0,1,1,2,1,1,0
46.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
33.0,3361.0,0.0,13.0,15.0,0.0,2,1,0,0,3389.0,2,1,1,0,0,1,1,1,1,0
23.0,664.0,17.0,0.0,0.0,306.7894819713431,0,1,1,0,987.7894819713431,2,1,0,1,1,0,1,1,1,0
31.0,0.0,573.0,0.0,15733.0,32.0,1,1,1,0,16338.0,2,0,1,1,1,0,1,1,1,0
8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
26.0,0.0,773.0,48.0,0.0,149.0,0,1,0,0,970.0,1,0,0,1,1,1,2,1,1,0
19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
29.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
23.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
16.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,3303.0,0.0,40.0,1.0,0.0,2,-1,0,0,3344.0,2,1,1,0,0,1,1,1,1,0
23.0,222.89785157787045,282.0,0.0,0.0,71.0,-1,1,0,0,575.8978515778705,2,1,0,1,1,0,1,1,1,1
17.0,55.0,0.0,994.0,0.0,0.0,2,1,0,0,1049.0,1,1,0,0,0,1,1,1,1,0
21.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,1
30.0,1001.0,0.0,597.0,17.0,0.0,2,1,2,0,1615.0,2,1,1,0,0,1,1,1,1,0
64.0,0.0,0.0,804.0,0.0,0.0,0,1,0,0,804.0,0,0,0,0,0,1,1,0,1,1
29.0,1443.0,1108.0,47.0,0.0,0.0,2,1,0,0,2598.0,1,1,0,0,1,1,2,1,1,0
49.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,0.0,0.0,0.0,308.4769036733407,0.0,1,0,1,0,308.4769036733407,1,0,1,0,0,0,0,1,0,1
35.0,518.0,1.0,344.0,1.0,23.0,0,1,0,0,887.0,3,1,1,1,1,1,2,1,1,0
41.0,3.0,0.0,668.0,0.0,0.0,0,1,0,0,671.0,1,1,0,0,0,1,1,1,1,1
54.0,1.0,695.0,174.90603284902085,522.0,7382.0,1,1,1,0,8774.906032849021,3,1,1,1,1,1,2,1,1,0
40.0,150.0,8.0,565.0,60.0,0.0,0,1,0,0,783.0,2,1,1,0,1,1,2,1,1,0
0.0,0.0,0.0,0.0,308.4769036733407,0.0,2,0,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,1
42.0,26.0,0.0,842.0,430.0,0.0,2,1,0,0,1298.0,2,1,1,0,0,1,1,1,1,0
24.0,0.0,106.0,1126.0,0.0,60.0,0,1,0,0,1292.0,1,0,0,1,1,1,2,1,1,0
26.0,53.0,7.0,0.0,3752.0,16.0,1,1,1,0,3828.0,3,1,1,1,1,0,1,1,1,0
35.0,2758.0,0.0,1.0,0.0,0.0,2,1,0,0,2759.0,1,1,0,0,0,1,1,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,0.0,27.0,1181.0,0.0,513.0,0,1,2,0,1721.0,1,0,0,1,1,1,2,1,1,0
50.0,0.0,103.0,0.0,240.0,8221.0,1,1,1,0,8564.0,2,0,1,1,1,0,1,1,1,0
43.0,1.0,2060.0,174.90603284902085,1.0,2764.0,1,1,1,0,5000.90603284902,3,1,1,1,1,1,2,1,1,0
36.0,63.0,556.0,0.0,192.0,0.0,0,1,0,0,811.0,2,1,1,0,1,0,1,1,1,0
15.0,1264.0,0.0,2.0,23.0,0.0,2,1,0,0,1289.0,2,1,1,0,0,1,1,1,1,0
15.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
31.0,19.0,509.0,0.0,0.0,177.0,0,1,-1,0,705.0,2,1,0,1,1,0,1,1,1,0
9.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,122.0,84.0,174.90603284902085,0.0,0.0,0,1,0,0,380.90603284902085,1,1,0,0,1,1,2,1,1,0
41.0,0.0,184.0,0.0,1520.0,3358.0,1,1,0,0,5062.0,2,0,1,1,1,0,1,1,1,0
28.0,0.0,2674.0,1309.0,18.0,11.0,1,1,0,0,4012.0,2,0,1,1,1,1,2,1,1,1
13.0,0.0,6.0,316.0,401.0,0.0,0,1,0,0,723.0,1,0,1,0,1,1,2,1,1,0
24.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,0,0.0,0,0,0,0,0,0,0,0,0,1
64.0,19.0,261.0,208.0,0.0,214.0,0,1,1,0,702.0,2,1,0,1,1,1,2,1,1,0
47.0,0.0,451.96167494677076,174.90603284902085,0.0,0.0,1,0,0,0,626.8677077957916,0,0,0,0,1,1,2,0,1,0
24.0,520.0,0.0,0.0,195.0,0.0,0,1,0,0,715.0,2,1,1,0,0,0,0,1,0,1
20.0,70.0,1633.0,83.0,5.0,197.0,2,1,0,0,1988.0,3,1,1,1,1,1,2,1,1,0
21.0,0.0,0.0,0.0,0.0,0.0,0,0,1,-1,0.0,0,0,0,0,0,0,0,0,0,0
25.0,2.0,1297.0,0.0,308.4769036733407,1339.0,1,1,0,0,2946.4769036733405,3,1,1,1,1,0,1,1,1,0
20.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
47.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
39.0,0.0,0.0,0.0,0.0,744.0,0,1,2,0,744.0,1,0,0,1,0,0,0,1,0,0
34.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
17.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
23.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
33.0,0.0,0.0,0.0,417.0,2372.0,0,1,0,0,2789.0,2,0,1,1,0,0,0,1,0,0
18.0,212.0,188.0,38.0,0.0,449.0,0,1,0,0,887.0,2,1,0,1,1,1,2,1,1,0
20.0,0.0,1.0,34.0,0.0,774.0,0,1,-1,0,809.0,1,0,0,1,1,1,2,1,1,0
4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
19.0,222.89785157787045,0.0,0.0,692.0,164.0,0,1,0,0,1078.8978515778704,3,1,1,1,0,0,0,1,0,0
31.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
30.0,0.0,7972.0,0.0,0.0,4.0,1,1,1,0,7976.0,1,0,0,1,1,0,1,1,1,1
40.0,19.0,10.0,1.0,4759.0,6007.0,1,1,0,0,10796.0,3,1,1,1,1,1,2,1,1,0
34.0,223.0,0.0,13.0,514.0,41.0,0,1,0,0,791.0,3,1,1,1,0,1,1,1,1,0
18.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
13.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
40.0,5.0,0.0,3.0,447.0,424.0,0,1,0,0,879.0,3,1,1,1,0,1,1,1,1,0
24.0,61.0,0.0,0.0,0.0,1495.0,0,1,2,0,1556.0,2,1,0,1,0,0,0,1,0,0
4.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
31.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
50.0,171.0,537.0,37.0,0.0,3.0,0,1,0,0,748.0,2,1,0,1,1,1,2,1,1,0
29.0,58.0,233.0,1.0,535.0,0.0,0,1,0,0,827.0,2,1,1,0,1,1,2,1,1,0
48.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
31.0,1088.0,0.0,280.0,0.0,0.0,2,1,0,0,1368.0,1,1,0,0,0,1,1,1,1,0
22.0,0.0,3716.0,0.0,1098.0,2065.0,1,-1,0,0,6879.0,2,0,1,1,1,0,1,1,1,0
52.0,0.0,0.0,47.0,2059.0,0.0,0,1,0,0,2106.0,1,0,1,0,0,1,1,1,1,0
27.0,69.0,5728.0,0.0,0.0,987.0,1,1,2,1,6784.0,2,1,0,1,1,0,1,1,1,1
31.0,0.0,451.96167494677076,0.0,0.0,0.0,0,0,1,0,451.96167494677076,0,0,0,0,1,0,1,0,1,0
37.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
35.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,1022.0,0.0,0.0,0.0,0.0,2,1,0,0,1022.0,1,1,0,0,0,0,0,1,0,0
34.0,0.0,451.96167494677076,0.0,0.0,0.0,1,0,1,0,451.96167494677076,0,0,0,0,1,0,1,0,1,0
54.0,3.0,0.0,56.0,633.0,0.0,0,1,2,0,692.0,2,1,1,0,0,1,1,1,1,0
28.771968503937007,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,0.0,0.0,1792.0,16.0,248.0,0,1,2,0,2056.0,2,0,1,1,0,1,1,1,1,0
18.0,0.0,0.0,0.0,470.0,340.0,0,1,0,0,810.0,2,0,1,1,0,0,0,1,0,0
16.0,0.0,1519.0,0.0,0.0,766.0,0,1,2,0,2285.0,1,0,0,1,1,0,1,1,1,0
32.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,1
23.0,3.0,0.0,2.0,61.0,634.0,0,1,1,0,700.0,3,1,1,1,0,1,1,1,1,0
39.0,0.0,454.0,0.0,454.0,0.0,0,1,0,0,908.0,1,0,1,0,1,0,1,1,1,0
18.0,0.0,0.0,599.0,59.0,152.0,0,-1,0,0,810.0,2,0,1,1,0,1,1,1,1,0
57.0,1696.0,0.0,1006.0,0.0,27.0,2,1,0,0,2729.0,2,1,0,1,0,1,1,1,1,0
24.0,688.0,0.0,0.0,0.0,17.0,0,1,0,0,705.0,2,1,0,1,0,0,0,1,0,1
25.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
21.0,958.0,1668.0,82.0,0.0,78.0,0,1,0,0,2786.0,2,1,0,1,1,1,2,1,1,1
32.0,725.0,0.0,1641.0,0.0,0.0,2,1,0,0,2366.0,1,1,0,0,0,1,1,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,0,0
28.0,40.0,9012.0,0.0,111.0,551.0,1,1,0,0,9714.0,3,1,1,1,1,0,1,1,1,1
23.0,0.0,102.0,0.0,0.0,587.0,0,1,0,0,689.0,1,0,0,1,1,0,1,1,1,0
38.0,4.0,876.0,3.0,0.0,4.0,0,1,0,0,887.0,2,1,0,1,1,1,2,1,1,0
48.0,0.0,0.0,632.0,250.0,0.0,0,1,0,0,882.0,1,0,1,0,0,1,1,1,1,0
32.0,0.0,451.96167494677076,777.0,1.0,0.0,0,1,0,0,1229.9616749467707,1,0,1,0,1,1,2,1,1,0
28.771968503937007,0.0,2189.0,174.90603284902085,1007.0,7.0,1,1,0,0,3377.906032849021,2,0,1,1,1,1,2,1,1,0
15.0,0.0,0.0,3.0,8.0,998.0,0,1,0,0,1009.0,2,0,1,1,0,1,1,1,1,0
35.0,775.0,14.0,0.0,610.0,4.0,0,-1,1,0,1403.0,3,1,1,1,1,0,1,1,1,0
20.0,82.0,503.0,69.0,94.0,24.0,0,1,0,0,772.0,3,1,1,1,1,1,2,1,1,0
17.0,0.0,0.0,632.0,0.0,55.0,0,1,1,0,687.0,1,0,0,1,0,1,1,1,1,0
27.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
5.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
46.0,793.0,830.0,60.0,644.0,0.0,1,1,0,0,2327.0,2,1,1,0,1,1,2,1,1,0
32.0,0.0,10163.0,97.0,0.0,89.0,1,1,0,1,10349.0,1,0,0,1,1,1,2,1,1,0
50.0,14.0,0.0,3.0,483.0,0.0,0,1,0,0,500.0,2,1,1,0,0,1,1,1,1,0
27.0,213.0,1083.0,1.0,0.0,1.0,2,1,0,0,1298.0,2,1,0,1,1,1,2,1,1,0
17.0,0.0,0.0,0.0,308.4769036733407,0.0,0,0,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,0
19.0,0.0,0.0,670.0,1.0,34.0,0,1,0,0,705.0,2,0,1,1,0,1,1,1,1,0
27.0,1.0,451.96167494677076,0.0,20.0,948.0,0,1,0,0,1420.9616749467707,3,1,1,1,1,0,1,1,1,0
46.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
12.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
19.0,4.0,0.0,1604.0,0.0,0.0,-1,1,0,0,1608.0,1,1,0,0,0,1,1,1,1,0
6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
18.0,3591.0,0.0,158.0,0.0,120.0,2,1,0,0,3869.0,2,1,0,1,0,1,1,1,1,0
13.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
30.0,0.0,5225.0,0.0,8.0,1933.0,1,1,0,0,7166.0,2,0,1,1,1,0,1,1,1,0
35.0,0.0,0.0,0.0,0.0,0.0,0,-1,1,0,0.0,0,0,0,0,0,0,0,0,0,1
20.0,0.0,0.0,0.0,631.0,350.0,0,1,0,0,981.0,2,0,1,1,0,0,0,1,0,0
21.0,0.0,198.0,559.0,19.0,44.0,0,1,0,-1,820.0,2,0,1,1,1,1,2,1,1,1
21.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
21.0,0.0,20.0,1540.0,80.0,512.0,0,-1,0,0,2152.0,2,0,1,1,1,1,2,1,1,0
28.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
10.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
29.0,0.0,2783.0,195.0,897.0,852.0,1,1,0,0,4727.0,2,0,1,1,1,1,2,1,1,0
39.0,0.0,0.0,0.0,308.4769036733407,0.0,1,0,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,1
18.0,0.0,0.0,0.0,308.4769036733407,0.0,-1,0,0,0,308.4769036733407,1,0,1,0,0,0,0,1,0,0
11.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
46.0,0.0,3571.0,0.0,0.0,7.0,1,1,1,0,3578.0,1,0,0,1,1,0,1,1,1,1
21.0,4.0,3.0,149.0,17.0,442.0,0,1,2,0,615.0,3,1,1,1,1,1,2,1,1,0
16.0,0.0,11.0,0.0,8.0,827.0,0,1,0,0,846.0,2,0,1,1,1,0,1,1,1,0
22.0,0.0,0.0,626.0,0.0,14.0,0,1,1,0,640.0,1,0,0,1,0,1,1,1,1,0
3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
13.0,56.0,1706.0,15.0,0.0,23.0,0,1,0,0,1800.0,2,1,0,1,1,1,2,1,1,0
45.0,17.0,2914.0,0.0,4.0,1813.0,1,1,1,0,4748.0,3,1,1,1,1,0,1,1,1,0
36.0,0.0,3011.0,0.0,0.0,98.0,0,-1,0,0,3109.0,1,0,0,1,1,0,1,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
35.0,0.0,0.0,1.0,0.0,1264.0,0,1,0,-1,1265.0,1,0,0,1,0,1,1,1,1,0
52.0,1364.0,131.0,444.0,0.0,0.0,2,1,0,0,1939.0,1,1,0,0,1,1,2,1,1,1
54.0,111.0,0.0,1144.0,8.0,23.0,2,1,0,1,1286.0,3,1,1,1,0,1,1,1,1,0
15.0,0.0,225.0,0.0,998.0,0.0,0,1,0,0,1223.0,1,0,1,0,1,0,1,1,1,0
10.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0.0,0,0,0,0,0,0,0,0,0,1
41.0,0.0,451.96167494677076,0.0,0.0,0.0,2,0,0,0,451.96167494677076,0,0,0,0,1,0,1,0,1,1
51.0,201.0,574.0,40.0,0.0,11.0,0,1,-1,0,826.0,2,1,0,1,1,1,2,1,1,0
33.0,301.0,0.0,501.0,0.0,1013.0,2,1,0,0,1815.0,2,1,0,1,0,1,1,1,1,0
24.0,180.0,264.0,0.0,1225.0,0.0,0,1,0,0,1669.0,2,1,1,0,1,0,1,1,1,0
1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,0.0,674.0,0.0,951.0,0.0,0,1,0,0,1625.0,1,0,1,0,1,0,1,1,1,0
60.0,707.0,24.0,0.0,0.0,170.0,0,-1,0,0,901.0,2,1,0,1,1,0,1,1,1,0
42.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
12.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
12.0,222.89785157787045,0.0,0.0,0.0,0.0,0,1,0,0,222.89785157787045,1,1,0,0,0,0,0,1,0,1
28.0,0.0,0.0,606.0,122.0,39.0,0,1,0,0,767.0,2,0,1,1,0,1,1,1,1,0
18.0,2304.0,207.0,174.90603284902085,71.0,2724.0,1,1,1,0,5480.90603284902,3,1,1,1,1,1,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
29.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
25.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
27.0,222.89785157787045,1381.0,0.0,148.0,2181.0,1,1,0,0,3932.8978515778704,3,1,1,1,1,0,1,1,1,0
56.0,0.0,3216.0,0.0,31.0,68.0,1,1,1,0,3315.0,2,0,1,1,1,0,1,1,1,0
13.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
35.0,8030.0,300.0,0.0,0.0,1436.0,1,1,1,1,9766.0,2,1,0,1,1,0,1,1,1,0
24.0,85.0,0.0,174.90603284902085,0.0,306.7894819713431,2,1,0,0,566.695514820364,2,1,0,1,0,1,1,1,1,0
22.0,0.0,5.0,0.0,12.0,6111.0,1,1,0,0,6128.0,2,0,1,1,1,0,1,1,1,0
42.0,5049.0,477.0,0.0,0.0,0.0,0,1,0,0,5526.0,1,1,0,0,1,0,1,1,1,0
13.0,0.0,474.0,0.0,0.0,0.0,0,1,1,0,474.0,0,0,0,0,1,0,1,0,1,0
26.0,8.0,67.0,0.0,393.0,1975.0,1,1,0,0,2443.0,3,1,1,1,1,0,1,1,1,0
45.0,0.0,726.0,0.0,281.0,1257.0,1,1,1,0,2264.0,2,0,1,1,1,0,1,1,1,1
57.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1
39.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0
17.0,441.0,0.0,131.0,315.0,5.0,0,1,-1,0,892.0,3,1,1,1,0,1,1,1,1,0
58.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
24.0,0.0,0.0,6.0,685.0,0.0,0,1,0,0,691.0,1,0,1,0,0,1,1,1,1,0
17.0,0.0,1381.0,2.0,0.0,0.0,0,1,2,0,1383.0,0,0,0,0,1,1,2,0,1,0
18.0,0.0,0.0,0.0,830.0,91.0,0,1,0,0,921.0,2,0,1,1,0,0,0,1,0,0
15.0,28.0,1.0,806.0,0.0,57.0,0,1,0,0,892.0,2,1,0,1,1,1,2,1,1,0
22.0,48.0,329.0,182.0,26.0,154.0,0,1,0,0,739.0,3,1,1,1,1,1,2,1,1,0
17.0,0.0,0.0,0.0,0.0,0.0,2,0,1,0,0.0,0,0,0,0,0,0,0,0,0,1
7.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1
